onset	duration	trial_number	instance_id	values	weights	target_profit	target_capacity	instance_number	response_type	response_correct	response_time	xyCoordinates	error	instance_type	solution	instance_complexity	propagations_MZN	decisions_SAT	sum_values	sum_weights	nSolutions	IC_expost_lin	lat_highest_vw_ratio	eventType	trial_type	response_button	instance_region
0.037	3.006	1	105-0.43-0.9	481943284130	5402222313	188	52	31	no	correct	0.5008326	(7.5,4)(0.5,6)(1.5,1.5)(8,2)(4.5,6)(7.5,6)	NA	5	no	low	110	0	209	123	0	0.18660287081339713	right	1	items_screen	left	overconstrained
3.043	22.02	1	105-0.43-0.9	481943284130	5402222313	188	52	31	no	correct	0.5008326	(7.5,4)(0.5,6)(1.5,1.5)(8,2)(4.5,6)(7.5,6)	NA	5	no	low	110	0	209	123	0	0.18660287081339713	right	11	decision_screen	left	overconstrained
25.063	2.016	1	105-0.43-0.9	481943284130	5402222313	188	52	31	no	correct	0.5008326	(7.5,4)(0.5,6)(1.5,1.5)(8,2)(4.5,6)(7.5,6)	NA	5	no	low	110	0	209	123	0	0.18660287081339713	right	2	response_screen	left	overconstrained
25.561	0	1	105-0.43-0.9	481943284130	5402222313	188	52	31	no	correct	0.5008326	(7.5,4)(0.5,6)(1.5,1.5)(8,2)(4.5,6)(7.5,6)	NA	5	no	low	110	0	209	123	0	0.18660287081339713	right	21	button_press	left	overconstrained
27.079	8.034	1	105-0.43-0.9	481943284130	5402222313	188	52	31	no	correct	0.5008326	(7.5,4)(0.5,6)(1.5,1.5)(8,2)(4.5,6)(7.5,6)	NA	5	no	low	110	0	209	123	0	0.18660287081339713	right	3	inter_trial_screen	left	overconstrained
35.113	3.005	2	176-0.41-0.61	7374894433	2718494089	108	61	22	yes	correct	0.5303773	(7.5,2.5)(1,3)(7,5)(1.5,5.5)(1,0.5)(3.5,6)	NA	4	yes	high	237	5	178	151	1	0.03370786516853932	left	1	items_screen	left	phase_transition
38.118	22.019	2	176-0.41-0.61	7374894433	2718494089	108	61	22	yes	correct	0.5303773	(7.5,2.5)(1,3)(7,5)(1.5,5.5)(1,0.5)(3.5,6)	NA	4	yes	high	237	5	178	151	1	0.03370786516853932	left	11	decision_screen	left	phase_transition
60.137	2.017	2	176-0.41-0.61	7374894433	2718494089	108	61	22	yes	correct	0.5303773	(7.5,2.5)(1,3)(7,5)(1.5,5.5)(1,0.5)(3.5,6)	NA	4	yes	high	237	5	178	151	1	0.03370786516853932	left	2	response_screen	left	phase_transition
60.666	0	2	176-0.41-0.61	7374894433	2718494089	108	61	22	yes	correct	0.5303773	(7.5,2.5)(1,3)(7,5)(1.5,5.5)(1,0.5)(3.5,6)	NA	4	yes	high	237	5	178	151	1	0.03370786516853932	left	21	button_press	left	phase_transition
62.154	10.035	2	176-0.41-0.61	7374894433	2718494089	108	61	22	yes	correct	0.5303773	(7.5,2.5)(1,3)(7,5)(1.5,5.5)(1,0.5)(3.5,6)	NA	4	yes	high	237	5	178	151	1	0.03370786516853932	left	3	inter_trial_screen	left	phase_transition
