onset	duration	trial_number	instance_id	values	weights	target_profit	target_capacity	instance_number	response_type	response_correct	response_time	xyCoordinates	error	instance_type	solution	instance_complexity	propagations_MZN	decisions_SAT	sum_values	sum_weights	nSolutions	IC_expost_lin	lat_highest_vw_ratio	eventType	trial_type	response_button	instance_region
0.036	3.01	1	247-0.43-0.63	2591735515	372449423611	66	85	3	no	correct	0.872643	(6.5,1)(1,4.5)(0.5,1.5)(7.5,4)(3.5,6)(5.5,6)	NA	1	no	high	190	1	106	199	0	0.05660377358490566	right	1	items_screen	right	phase_transition
3.046	22.019	1	247-0.43-0.63	2591735515	372449423611	66	85	3	no	correct	0.872643	(6.5,1)(1,4.5)(0.5,1.5)(7.5,4)(3.5,6)(5.5,6)	NA	1	no	high	190	1	106	199	0	0.05660377358490566	right	11	decision_screen	right	phase_transition
25.065	2.017	1	247-0.43-0.63	2591735515	372449423611	66	85	3	no	correct	0.872643	(6.5,1)(1,4.5)(0.5,1.5)(7.5,4)(3.5,6)(5.5,6)	NA	1	no	high	190	1	106	199	0	0.05660377358490566	right	2	response_screen	right	phase_transition
25.935	0	1	247-0.43-0.63	2591735515	372449423611	66	85	3	no	correct	0.872643	(6.5,1)(1,4.5)(0.5,1.5)(7.5,4)(3.5,6)(5.5,6)	NA	1	no	high	190	1	106	199	0	0.05660377358490566	right	21	button_press	right	phase_transition
27.082	12.035	1	247-0.43-0.63	2591735515	372449423611	66	85	3	no	correct	0.872643	(6.5,1)(1,4.5)(0.5,1.5)(7.5,4)(3.5,6)(5.5,6)	NA	1	no	high	190	1	106	199	0	0.05660377358490566	right	3	inter_trial_screen	right	phase_transition
39.117	3.001	2	195-0.43-0.64	143424162213	381822441018	78	64	27	no	incorrect	1.360149	(1,5.5)(0,3)(7.5,4)(8,1)(3,0.5)(3.5,6)	NA	4	yes	high	243	3	123	150	1	0.01626016260162601	left	1	items_screen	left	phase_transition
42.118	22.018	2	195-0.43-0.64	143424162213	381822441018	78	64	27	no	incorrect	1.360149	(1,5.5)(0,3)(7.5,4)(8,1)(3,0.5)(3.5,6)	NA	4	yes	high	243	3	123	150	1	0.01626016260162601	left	11	decision_screen	left	phase_transition
64.136	2.017	2	195-0.43-0.64	143424162213	381822441018	78	64	27	no	incorrect	1.360149	(1,5.5)(0,3)(7.5,4)(8,1)(3,0.5)(3.5,6)	NA	4	yes	high	243	3	123	150	1	0.01626016260162601	left	2	response_screen	left	phase_transition
65.495	0	2	195-0.43-0.64	143424162213	381822441018	78	64	27	no	incorrect	1.360149	(1,5.5)(0,3)(7.5,4)(8,1)(3,0.5)(3.5,6)	NA	4	yes	high	243	3	123	150	1	0.01626016260162601	left	21	button_press	left	phase_transition
66.153	8.036	2	195-0.43-0.64	143424162213	381822441018	78	64	27	no	incorrect	1.360149	(1,5.5)(0,3)(7.5,4)(8,1)(3,0.5)(3.5,6)	NA	4	yes	high	243	3	123	150	1	0.01626016260162601	left	3	inter_trial_screen	left	phase_transition
