onset	duration	trial_number	instance_id	values	weights	target_profit	target_capacity	instance_number	response_type	response_correct	response_time	xyCoordinates	error	instance_type	solution	instance_complexity	propagations_MZN	decisions_SAT	sum_values	sum_weights	nSolutions	IC_expost_lin	lat_highest_vw_ratio	eventType	trial_type	response_button	instance_region
0.037	3.01	1	232-0.43-0.9	20362739843	122331481627	155	67	33	no	correct	1.186421	(4,0.5)(3.5,6)(6.5,5.5)(0.5,4.5)(8,1)(0,1)	NA	5	no	low	110	0	173	157	0	0.3236994219653179	center	1	items_screen	right	overconstrained
3.047	22.019	1	232-0.43-0.9	20362739843	122331481627	155	67	33	no	correct	1.186421	(4,0.5)(3.5,6)(6.5,5.5)(0.5,4.5)(8,1)(0,1)	NA	5	no	low	110	0	173	157	0	0.3236994219653179	center	11	decision_screen	right	overconstrained
25.066	2.017	1	232-0.43-0.9	20362739843	122331481627	155	67	33	no	correct	1.186421	(4,0.5)(3.5,6)(6.5,5.5)(0.5,4.5)(8,1)(0,1)	NA	5	no	low	110	0	173	157	0	0.3236994219653179	center	2	response_screen	right	overconstrained
26.251	0	1	232-0.43-0.9	20362739843	122331481627	155	67	33	no	correct	1.186421	(4,0.5)(3.5,6)(6.5,5.5)(0.5,4.5)(8,1)(0,1)	NA	5	no	low	110	0	173	157	0	0.3236994219653179	center	21	button_press	right	overconstrained
27.083	12.034	1	232-0.43-0.9	20362739843	122331481627	155	67	33	no	correct	1.186421	(4,0.5)(3.5,6)(6.5,5.5)(0.5,4.5)(8,1)(0,1)	NA	5	no	low	110	0	173	157	0	0.3236994219653179	center	3	inter_trial_screen	right	overconstrained
39.117	3.002	2	195-0.43-0.64	143424162213	381822441018	78	64	27	no	incorrect	1.702307	(6.5,3)(1,2)(5,6)(2.5,6)(7.5,6)(0.5,5.5)	NA	4	yes	high	243	3	123	150	1	0.01626016260162601	right	1	items_screen	right	phase_transition
42.119	22.018	2	195-0.43-0.64	143424162213	381822441018	78	64	27	no	incorrect	1.702307	(6.5,3)(1,2)(5,6)(2.5,6)(7.5,6)(0.5,5.5)	NA	4	yes	high	243	3	123	150	1	0.01626016260162601	right	11	decision_screen	right	phase_transition
64.137	2.017	2	195-0.43-0.64	143424162213	381822441018	78	64	27	no	incorrect	1.702307	(6.5,3)(1,2)(5,6)(2.5,6)(7.5,6)(0.5,5.5)	NA	4	yes	high	243	3	123	150	1	0.01626016260162601	right	2	response_screen	right	phase_transition
65.838	0	2	195-0.43-0.64	143424162213	381822441018	78	64	27	no	incorrect	1.702307	(6.5,3)(1,2)(5,6)(2.5,6)(7.5,6)(0.5,5.5)	NA	4	yes	high	243	3	123	150	1	0.01626016260162601	right	21	button_press	right	phase_transition
66.154	8.035	2	195-0.43-0.64	143424162213	381822441018	78	64	27	no	incorrect	1.702307	(6.5,3)(1,2)(5,6)(2.5,6)(7.5,6)(0.5,5.5)	NA	4	yes	high	243	3	123	150	1	0.01626016260162601	right	3	inter_trial_screen	right	phase_transition
