onset	duration	trial_number	instance_id	values	weights	target_profit	target_capacity	instance_number	response_type	response_correct	response_time	xyCoordinates	error	instance_type	solution	instance_complexity	propagations_MZN	decisions_SAT	sum_values	sum_weights	nSolutions	IC_expost_lin	lat_highest_vw_ratio	eventType	trial_type	response_button	instance_region
0.037	3.005	1	197-0.44-0.61	221948377	283923273541	75	84	24	yes	correct	0.5295798	(7.5,1)(0.5,3.5)(5.5,6)(5,0.5)(7.5,4.5)(1.5,6)	NA	4	yes	high	367	4	124	193	1	0.08064516129032258	right	1	items_screen	left	phase_transition
3.042	22.019	1	197-0.44-0.61	221948377	283923273541	75	84	24	yes	correct	0.5295798	(7.5,1)(0.5,3.5)(5.5,6)(5,0.5)(7.5,4.5)(1.5,6)	NA	4	yes	high	367	4	124	193	1	0.08064516129032258	right	11	decision_screen	left	phase_transition
25.061	2.017	1	197-0.44-0.61	221948377	283923273541	75	84	24	yes	correct	0.5295798	(7.5,1)(0.5,3.5)(5.5,6)(5,0.5)(7.5,4.5)(1.5,6)	NA	4	yes	high	367	4	124	193	1	0.08064516129032258	right	2	response_screen	left	phase_transition
25.589	0	1	197-0.44-0.61	221948377	283923273541	75	84	24	yes	correct	0.5295798	(7.5,1)(0.5,3.5)(5.5,6)(5,0.5)(7.5,4.5)(1.5,6)	NA	4	yes	high	367	4	124	193	1	0.08064516129032258	right	21	button_press	left	phase_transition
27.078	8.026	1	197-0.44-0.61	221948377	283923273541	75	84	24	yes	correct	0.5295798	(7.5,1)(0.5,3.5)(5.5,6)(5,0.5)(7.5,4.5)(1.5,6)	NA	4	yes	high	367	4	124	193	1	0.08064516129032258	right	3	inter_trial_screen	left	phase_transition
35.104	3.002	2	28-0.41-0.65	334917321533	28520453823	116	65	5	no	correct	1.025694	(2.5,6)(0,3)(8,4.5)(2,1)(7,1.5)(5.5,5.5)	NA	1	no	high	201	1	179	159	0	0.00558659217877095	left	1	items_screen	left	phase_transition
38.106	22.019	2	28-0.41-0.65	334917321533	28520453823	116	65	5	no	correct	1.025694	(2.5,6)(0,3)(8,4.5)(2,1)(7,1.5)(5.5,5.5)	NA	1	no	high	201	1	179	159	0	0.00558659217877095	left	11	decision_screen	left	phase_transition
60.125	2.018	2	28-0.41-0.65	334917321533	28520453823	116	65	5	no	correct	1.025694	(2.5,6)(0,3)(8,4.5)(2,1)(7,1.5)(5.5,5.5)	NA	1	no	high	201	1	179	159	0	0.00558659217877095	left	2	response_screen	left	phase_transition
61.15	0	2	28-0.41-0.65	334917321533	28520453823	116	65	5	no	correct	1.025694	(2.5,6)(0,3)(8,4.5)(2,1)(7,1.5)(5.5,5.5)	NA	1	no	high	201	1	179	159	0	0.00558659217877095	left	21	button_press	left	phase_transition
62.143	8.035	2	28-0.41-0.65	334917321533	28520453823	116	65	5	no	correct	1.025694	(2.5,6)(0,3)(8,4.5)(2,1)(7,1.5)(5.5,5.5)	NA	1	no	high	201	1	179	159	0	0.00558659217877095	left	3	inter_trial_screen	left	phase_transition
