onset	duration	trial_number	instance_id	values	weights	target_profit	target_capacity	instance_number	response_type	response_correct	response_time	xyCoordinates	error	instance_type	solution	instance_complexity	propagations_MZN	decisions_SAT	sum_values	sum_weights	nSolutions	IC_expost_lin	lat_highest_vw_ratio	eventType	trial_type	response_button	instance_region
0.036	3.021	1	93-0.44-0.63	1494051024	492527381319	64	75	11	yes	correct	1.275169	(0.5,4)(6,5)(7.5,1.5)(0,1.5)(8,5)(4,6)	NA	2	yes	high	141	4	102	171	3	0.09803921568627452	right	1	items_screen	right	phase_transition
3.057	22.018	1	93-0.44-0.63	1494051024	492527381319	64	75	11	yes	correct	1.275169	(0.5,4)(6,5)(7.5,1.5)(0,1.5)(8,5)(4,6)	NA	2	yes	high	141	4	102	171	3	0.09803921568627452	right	11	decision_screen	right	phase_transition
25.075	2.02	1	93-0.44-0.63	1494051024	492527381319	64	75	11	yes	correct	1.275169	(0.5,4)(6,5)(7.5,1.5)(0,1.5)(8,5)(4,6)	NA	2	yes	high	141	4	102	171	3	0.09803921568627452	right	2	response_screen	right	phase_transition
26.349	0	1	93-0.44-0.63	1494051024	492527381319	64	75	11	yes	correct	1.275169	(0.5,4)(6,5)(7.5,1.5)(0,1.5)(8,5)(4,6)	NA	2	yes	high	141	4	102	171	3	0.09803921568627452	right	21	button_press	right	phase_transition
27.095	10.03	1	93-0.44-0.63	1494051024	492527381319	64	75	11	yes	correct	1.275169	(0.5,4)(6,5)(7.5,1.5)(0,1.5)(8,5)(4,6)	NA	2	yes	high	141	4	102	171	3	0.09803921568627452	right	3	inter_trial_screen	right	phase_transition
37.125	3.001	2	124-0.42-0.89	434520261213	43825164947	141	75	37	no	correct	0.7851493	(6.5,1.5)(0,4)(4.5,6)(1,1.5)(7,5.5)(2.5,6)	NA	5	no	low	95	0	159	179	0	0.16981132075471697	right	1	items_screen	right	overconstrained
40.126	22.019	2	124-0.42-0.89	434520261213	43825164947	141	75	37	no	correct	0.7851493	(6.5,1.5)(0,4)(4.5,6)(1,1.5)(7,5.5)(2.5,6)	NA	5	no	low	95	0	159	179	0	0.16981132075471697	right	11	decision_screen	right	overconstrained
62.145	2.018	2	124-0.42-0.89	434520261213	43825164947	141	75	37	no	correct	0.7851493	(6.5,1.5)(0,4)(4.5,6)(1,1.5)(7,5.5)(2.5,6)	NA	5	no	low	95	0	159	179	0	0.16981132075471697	right	2	response_screen	right	overconstrained
62.929	0	2	124-0.42-0.89	434520261213	43825164947	141	75	37	no	correct	0.7851493	(6.5,1.5)(0,4)(4.5,6)(1,1.5)(7,5.5)(2.5,6)	NA	5	no	low	95	0	159	179	0	0.16981132075471697	right	21	button_press	right	overconstrained
64.163	12.034	2	124-0.42-0.89	434520261213	43825164947	141	75	37	no	correct	0.7851493	(6.5,1.5)(0,4)(4.5,6)(1,1.5)(7,5.5)(2.5,6)	NA	5	no	low	95	0	159	179	0	0.16981132075471697	right	3	inter_trial_screen	right	overconstrained
76.197	3.003	3	173-0.42-0.37	342333171028	51044223524	53	58	50	yes	correct	0.8140802	(0,1)(6,4.5)(1.5,5.5)(8,5.5)(7,2.5)(4,6)	NA	6	yes	low	140	4	145	140	9	0.2206896551724138	left	1	items_screen	left	underconstrained
79.2	22.02	3	173-0.42-0.37	342333171028	51044223524	53	58	50	yes	correct	0.8140802	(0,1)(6,4.5)(1.5,5.5)(8,5.5)(7,2.5)(4,6)	NA	6	yes	low	140	4	145	140	9	0.2206896551724138	left	11	decision_screen	left	underconstrained
101.22	2.017	3	173-0.42-0.37	342333171028	51044223524	53	58	50	yes	correct	0.8140802	(0,1)(6,4.5)(1.5,5.5)(8,5.5)(7,2.5)(4,6)	NA	6	yes	low	140	4	145	140	9	0.2206896551724138	left	2	response_screen	left	underconstrained
102.033	0	3	173-0.42-0.37	342333171028	51044223524	53	58	50	yes	correct	0.8140802	(0,1)(6,4.5)(1.5,5.5)(8,5.5)(7,2.5)(4,6)	NA	6	yes	low	140	4	145	140	9	0.2206896551724138	left	21	button_press	left	underconstrained
103.237	8.035	3	173-0.42-0.37	342333171028	51044223524	53	58	50	yes	correct	0.8140802	(0,1)(6,4.5)(1.5,5.5)(8,5.5)(7,2.5)(4,6)	NA	6	yes	low	140	4	145	140	9	0.2206896551724138	left	3	inter_trial_screen	left	underconstrained
111.272	3.001	4	88-0.42-0.65	271946113713	254417393023	99	74	23	no	incorrect	0.6927361	(6,1)(0.5,4.5)(7,5)(0.5,1)(8,2)(2.5,6)	NA	4	yes	high	230	4	153	178	1	0.0718954248366013	right	1	items_screen	left	phase_transition
114.273	22.019	4	88-0.42-0.65	271946113713	254417393023	99	74	23	no	incorrect	0.6927361	(6,1)(0.5,4.5)(7,5)(0.5,1)(8,2)(2.5,6)	NA	4	yes	high	230	4	153	178	1	0.0718954248366013	right	11	decision_screen	left	phase_transition
136.292	2.017	4	88-0.42-0.65	271946113713	254417393023	99	74	23	no	incorrect	0.6927361	(6,1)(0.5,4.5)(7,5)(0.5,1)(8,2)(2.5,6)	NA	4	yes	high	230	4	153	178	1	0.0718954248366013	right	2	response_screen	left	phase_transition
136.983	0	4	88-0.42-0.65	271946113713	254417393023	99	74	23	no	incorrect	0.6927361	(6,1)(0.5,4.5)(7,5)(0.5,1)(8,2)(2.5,6)	NA	4	yes	high	230	4	153	178	1	0.0718954248366013	right	21	button_press	left	phase_transition
138.309	8.036	4	88-0.42-0.65	271946113713	254417393023	99	74	23	no	incorrect	0.6927361	(6,1)(0.5,4.5)(7,5)(0.5,1)(8,2)(2.5,6)	NA	4	yes	high	230	4	153	178	1	0.0718954248366013	right	3	inter_trial_screen	left	phase_transition
146.345	3.001	5	72-0.44-0.65	2240175291	42473153940	74	89	17	yes	incorrect	0.8818772	(6.5,2)(1.5,5)(0,2.5)(6,4)(8,5)(2,1)	NA	3	no	high	318	2	114	204	0	0.04385964912280701	right	1	items_screen	right	phase_transition
149.346	22.02	5	72-0.44-0.65	2240175291	42473153940	74	89	17	yes	incorrect	0.8818772	(6.5,2)(1.5,5)(0,2.5)(6,4)(8,5)(2,1)	NA	3	no	high	318	2	114	204	0	0.04385964912280701	right	11	decision_screen	right	phase_transition
171.366	2.017	5	72-0.44-0.65	2240175291	42473153940	74	89	17	yes	incorrect	0.8818772	(6.5,2)(1.5,5)(0,2.5)(6,4)(8,5)(2,1)	NA	3	no	high	318	2	114	204	0	0.04385964912280701	right	2	response_screen	right	phase_transition
172.245	0	5	72-0.44-0.65	2240175291	42473153940	74	89	17	yes	incorrect	0.8818772	(6.5,2)(1.5,5)(0,2.5)(6,4)(8,5)(2,1)	NA	3	no	high	318	2	114	204	0	0.04385964912280701	right	21	button_press	right	phase_transition
173.383	10.026	5	72-0.44-0.65	2240175291	42473153940	74	89	17	yes	incorrect	0.8818772	(6.5,2)(1.5,5)(0,2.5)(6,4)(8,5)(2,1)	NA	3	no	high	318	2	114	204	0	0.04385964912280701	right	3	inter_trial_screen	right	phase_transition
183.409	3.002	6	220-0.43-0.61	48173383638	2422718209	109	43	1	no	correct	0.68255999999999994	(7.5,3.5)(0.5,0.5)(0.5,6)(0,3.5)(3.5,6)(7.5,1)	NA	1	no	high	188	1	180	100	0	0.03333333333333333	left	1	items_screen	left	phase_transition
186.411	22.02	6	220-0.43-0.61	48173383638	2422718209	109	43	1	no	correct	0.68255999999999994	(7.5,3.5)(0.5,0.5)(0.5,6)(0,3.5)(3.5,6)(7.5,1)	NA	1	no	high	188	1	180	100	0	0.03333333333333333	left	11	decision_screen	left	phase_transition
208.431	2.017	6	220-0.43-0.61	48173383638	2422718209	109	43	1	no	correct	0.68255999999999994	(7.5,3.5)(0.5,0.5)(0.5,6)(0,3.5)(3.5,6)(7.5,1)	NA	1	no	high	188	1	180	100	0	0.03333333333333333	left	2	response_screen	left	phase_transition
209.111	0	6	220-0.43-0.61	48173383638	2422718209	109	43	1	no	correct	0.68255999999999994	(7.5,3.5)(0.5,0.5)(0.5,6)(0,3.5)(3.5,6)(7.5,1)	NA	1	no	high	188	1	180	100	0	0.03333333333333333	left	21	button_press	left	phase_transition
210.448	8.035	6	220-0.43-0.61	48173383638	2422718209	109	43	1	no	correct	0.68255999999999994	(7.5,3.5)(0.5,0.5)(0.5,6)(0,3.5)(3.5,6)(7.5,1)	NA	1	no	high	188	1	180	100	0	0.03333333333333333	left	3	inter_trial_screen	left	phase_transition
218.483	3.004	7	74-0.43-0.4	184438204043	3334926383	81	65	45	yes	correct	0.7456232	(0,3)(3,6)(6.5,5.5)(8,1)(0.5,1)(5.5,0.5)	NA	6	yes	low	135	6	203	152	10	0.2167487684729064	right	1	items_screen	left	underconstrained
