onset	duration	trial_number	instance_id	values	weights	target_profit	target_capacity	instance_number	response_type	response_correct	response_time	xyCoordinates	error	instance_type	solution	instance_complexity	propagations_MZN	decisions_SAT	sum_values	sum_weights	nSolutions	IC_expost_lin	lat_highest_vw_ratio	eventType	trial_type	response_button	instance_region
0.036	3.006	1	71-0.42-0.37	342621334142	42764595	72	47	54	yes	correct	0.4786193	(0,4.5)(2,1)(6.5,6)(8,2.5)(4,6)(4.5,0.5)	NA	6	yes	low	130	9	197	114	7	0.29441624365482233	center	1	items_screen	right	underconstrained
3.042	22.019	1	71-0.42-0.37	342621334142	42764595	72	47	54	yes	correct	0.4786193	(0,4.5)(2,1)(6.5,6)(8,2.5)(4,6)(4.5,0.5)	NA	6	yes	low	130	9	197	114	7	0.29441624365482233	center	11	decision_screen	right	underconstrained
25.061	2.017	1	71-0.42-0.37	342621334142	42764595	72	47	54	yes	correct	0.4786193	(0,4.5)(2,1)(6.5,6)(8,2.5)(4,6)(4.5,0.5)	NA	6	yes	low	130	9	197	114	7	0.29441624365482233	center	2	response_screen	right	underconstrained
25.538	0	1	71-0.42-0.37	342621334142	42764595	72	47	54	yes	correct	0.4786193	(0,4.5)(2,1)(6.5,6)(8,2.5)(4,6)(4.5,0.5)	NA	6	yes	low	130	9	197	114	7	0.29441624365482233	center	21	button_press	right	underconstrained
27.078	8.035	1	71-0.42-0.37	342621334142	42764595	72	47	54	yes	correct	0.4786193	(0,4.5)(2,1)(6.5,6)(8,2.5)(4,6)(4.5,0.5)	NA	6	yes	low	130	9	197	114	7	0.29441624365482233	center	3	inter_trial_screen	right	underconstrained
35.113	3.003	2	156-0.43-0.65	4412119238	4232244715	75	57	26	yes	correct	0.5307764	(7,3)(1,2.5)(0.5,5)(3.5,6)(6,6)(8,5)	NA	4	yes	high	196	5	116	133	3	0.1206896551724138	left	1	items_screen	left	phase_transition
38.116	22.019	2	156-0.43-0.65	4412119238	4232244715	75	57	26	yes	correct	0.5307764	(7,3)(1,2.5)(0.5,5)(3.5,6)(6,6)(8,5)	NA	4	yes	high	196	5	116	133	3	0.1206896551724138	left	11	decision_screen	left	phase_transition
60.135	2.018	2	156-0.43-0.65	4412119238	4232244715	75	57	26	yes	correct	0.5307764	(7,3)(1,2.5)(0.5,5)(3.5,6)(6,6)(8,5)	NA	4	yes	high	196	5	116	133	3	0.1206896551724138	left	2	response_screen	left	phase_transition
60.664	0	2	156-0.43-0.65	4412119238	4232244715	75	57	26	yes	correct	0.5307764	(7,3)(1,2.5)(0.5,5)(3.5,6)(6,6)(8,5)	NA	4	yes	high	196	5	116	133	3	0.1206896551724138	left	21	button_press	left	phase_transition
62.153	10.034	2	156-0.43-0.65	4412119238	4232244715	75	57	26	yes	correct	0.5307764	(7,3)(1,2.5)(0.5,5)(3.5,6)(6,6)(8,5)	NA	4	yes	high	196	5	116	133	3	0.1206896551724138	left	3	inter_trial_screen	left	phase_transition
72.187	3.003	3	246-0.42-0.63	43317144924	231225421342	94	65	13	yes	correct	0.533288	(8,2)(0,1.5)(1.5,3.5)(1,6)(7,5)(4,6)	NA	2	yes	high	139	3	150	157	2	0.1	right	1	items_screen	right	phase_transition
75.19	22.02	3	246-0.42-0.63	43317144924	231225421342	94	65	13	yes	correct	0.533288	(8,2)(0,1.5)(1.5,3.5)(1,6)(7,5)(4,6)	NA	2	yes	high	139	3	150	157	2	0.1	right	11	decision_screen	right	phase_transition
97.21	2.017	3	246-0.42-0.63	43317144924	231225421342	94	65	13	yes	correct	0.533288	(8,2)(0,1.5)(1.5,3.5)(1,6)(7,5)(4,6)	NA	2	yes	high	139	3	150	157	2	0.1	right	2	response_screen	right	phase_transition
97.741	0	3	246-0.42-0.63	43317144924	231225421342	94	65	13	yes	correct	0.533288	(8,2)(0,1.5)(1.5,3.5)(1,6)(7,5)(4,6)	NA	2	yes	high	139	3	150	157	2	0.1	right	21	button_press	right	phase_transition
