onset	duration	trial_number	instance_id	values	weights	target_profit	target_capacity	instance_number	response_type	response_correct	response_time	xyCoordinates	error	instance_type	solution	instance_complexity	propagations_MZN	decisions_SAT	sum_values	sum_weights	nSolutions	IC_expost_lin	lat_highest_vw_ratio	eventType	trial_type	response_button	instance_region
0.037	3.003	1	4-0.43-0.9	1613342522	18423043331	82	71	38	no	correct	0.707234	(0,4.5)(7,2.5)(1.5,1)(7,5)(5,6)(2,5.5)	NA	5	no	low	97	0	92	167	0	0.10869565217391304	left	1	items_screen	right	overconstrained
3.04	22.019	1	4-0.43-0.9	1613342522	18423043331	82	71	38	no	correct	0.707234	(0,4.5)(7,2.5)(1.5,1)(7,5)(5,6)(2,5.5)	NA	5	no	low	97	0	92	167	0	0.10869565217391304	left	11	decision_screen	right	overconstrained
25.059	2.018	1	4-0.43-0.9	1613342522	18423043331	82	71	38	no	correct	0.707234	(0,4.5)(7,2.5)(1.5,1)(7,5)(5,6)(2,5.5)	NA	5	no	low	97	0	92	167	0	0.10869565217391304	left	2	response_screen	right	overconstrained
25.764	0	1	4-0.43-0.9	1613342522	18423043331	82	71	38	no	correct	0.707234	(0,4.5)(7,2.5)(1.5,1)(7,5)(5,6)(2,5.5)	NA	5	no	low	97	0	92	167	0	0.10869565217391304	left	21	button_press	right	overconstrained
27.077	8.035	1	4-0.43-0.9	1613342522	18423043331	82	71	38	no	correct	0.707234	(0,4.5)(7,2.5)(1.5,1)(7,5)(5,6)(2,5.5)	NA	5	no	low	97	0	92	167	0	0.10869565217391304	left	3	inter_trial_screen	right	overconstrained
35.112	3.004	2	144-0.41-0.61	474039442311	29819414032	124	69	9	no	incorrect	0.8052158	(6,5)(0,0.5)(7,2)(1,5)(3.5,6)(2.5,1)	NA	2	yes	high	139	3	204	169	1	0.00980392156862745	left	1	items_screen	left	phase_transition
38.116	22.019	2	144-0.41-0.61	474039442311	29819414032	124	69	9	no	incorrect	0.8052158	(6,5)(0,0.5)(7,2)(1,5)(3.5,6)(2.5,1)	NA	2	yes	high	139	3	204	169	1	0.00980392156862745	left	11	decision_screen	left	phase_transition
60.135	2.017	2	144-0.41-0.61	474039442311	29819414032	124	69	9	no	incorrect	0.8052158	(6,5)(0,0.5)(7,2)(1,5)(3.5,6)(2.5,1)	NA	2	yes	high	139	3	204	169	1	0.00980392156862745	left	2	response_screen	left	phase_transition
60.939	0	2	144-0.41-0.61	474039442311	29819414032	124	69	9	no	incorrect	0.8052158	(6,5)(0,0.5)(7,2)(1,5)(3.5,6)(2.5,1)	NA	2	yes	high	139	3	204	169	1	0.00980392156862745	left	21	button_press	left	phase_transition
62.152	10.036	2	144-0.41-0.61	474039442311	29819414032	124	69	9	no	incorrect	0.8052158	(6,5)(0,0.5)(7,2)(1,5)(3.5,6)(2.5,1)	NA	2	yes	high	139	3	204	169	1	0.00980392156862745	left	3	inter_trial_screen	left	phase_transition
72.188	3.004	3	242-0.4-0.36	94015423731	10341242629	62	46	52	yes	correct	0.8313633	(2,5.5)(6,1)(6.5,4.5)(1,0.5)(0,3.5)(4.5,6)	NA	6	yes	low	230	7	174	115	8	0.1839080459770115	left	1	items_screen	left	underconstrained
75.192	22.018	3	242-0.4-0.36	94015423731	10341242629	62	46	52	yes	correct	0.8313633	(2,5.5)(6,1)(6.5,4.5)(1,0.5)(0,3.5)(4.5,6)	NA	6	yes	low	230	7	174	115	8	0.1839080459770115	left	11	decision_screen	left	underconstrained
97.21	2.017	3	242-0.4-0.36	94015423731	10341242629	62	46	52	yes	correct	0.8313633	(2,5.5)(6,1)(6.5,4.5)(1,0.5)(0,3.5)(4.5,6)	NA	6	yes	low	230	7	174	115	8	0.1839080459770115	left	2	response_screen	left	underconstrained
98.04	0	3	242-0.4-0.36	94015423731	10341242629	62	46	52	yes	correct	0.8313633	(2,5.5)(6,1)(6.5,4.5)(1,0.5)(0,3.5)(4.5,6)	NA	6	yes	low	230	7	174	115	8	0.1839080459770115	left	21	button_press	left	underconstrained
99.227	8.035	3	242-0.4-0.36	94015423731	10341242629	62	46	52	yes	correct	0.8313633	(2,5.5)(6,1)(6.5,4.5)(1,0.5)(0,3.5)(4.5,6)	NA	6	yes	low	230	7	174	115	8	0.1839080459770115	left	3	inter_trial_screen	left	underconstrained
107.262	3.001	4	82-0.44-0.61	434625371723	333137201810	116	65	16	yes	incorrect	1.215308	(6.5,5)(0.5,4)(3,6)(8,1)(0.5,1.5)(3,0.5)	NA	3	no	high	304	3	191	149	0	0.05235602094240838	left	1	items_screen	right	phase_transition
110.263	22.019	4	82-0.44-0.61	434625371723	333137201810	116	65	16	yes	incorrect	1.215308	(6.5,5)(0.5,4)(3,6)(8,1)(0.5,1.5)(3,0.5)	NA	3	no	high	304	3	191	149	0	0.05235602094240838	left	11	decision_screen	right	phase_transition
132.282	2.017	4	82-0.44-0.61	434625371723	333137201810	116	65	16	yes	incorrect	1.215308	(6.5,5)(0.5,4)(3,6)(8,1)(0.5,1.5)(3,0.5)	NA	3	no	high	304	3	191	149	0	0.05235602094240838	left	2	response_screen	right	phase_transition
133.495	0	4	82-0.44-0.61	434625371723	333137201810	116	65	16	yes	incorrect	1.215308	(6.5,5)(0.5,4)(3,6)(8,1)(0.5,1.5)(3,0.5)	NA	3	no	high	304	3	191	149	0	0.05235602094240838	left	21	button_press	right	phase_transition
134.299	8.035	4	82-0.44-0.61	434625371723	333137201810	116	65	16	yes	incorrect	1.215308	(6.5,5)(0.5,4)(3,6)(8,1)(0.5,1.5)(3,0.5)	NA	3	no	high	304	3	191	149	0	0.05235602094240838	left	3	inter_trial_screen	right	phase_transition
142.334	3.003	5	178-0.41-0.4	302827381219	62518182011	61	40	47	yes	correct	1.367268	(5.5,0.5)(0.5,5)(8,3.5)(1,2)(2.5,6)(6,6)	NA	6	yes	low	230	6	154	98	5	0.16883116883116883	right	1	items_screen	right	underconstrained
145.337	22.019	5	178-0.41-0.4	302827381219	62518182011	61	40	47	yes	correct	1.367268	(5.5,0.5)(0.5,5)(8,3.5)(1,2)(2.5,6)(6,6)	NA	6	yes	low	230	6	154	98	5	0.16883116883116883	right	11	decision_screen	right	underconstrained
167.356	2.017	5	178-0.41-0.4	302827381219	62518182011	61	40	47	yes	correct	1.367268	(5.5,0.5)(0.5,5)(8,3.5)(1,2)(2.5,6)(6,6)	NA	6	yes	low	230	6	154	98	5	0.16883116883116883	right	2	response_screen	right	underconstrained
168.721	0	5	178-0.41-0.4	302827381219	62518182011	61	40	47	yes	correct	1.367268	(5.5,0.5)(0.5,5)(8,3.5)(1,2)(2.5,6)(6,6)	NA	6	yes	low	230	6	154	98	5	0.16883116883116883	right	21	button_press	right	underconstrained
169.373	8.035	5	178-0.41-0.4	302827381219	62518182011	61	40	47	yes	correct	1.367268	(5.5,0.5)(0.5,5)(8,3.5)(1,2)(2.5,6)(6,6)	NA	6	yes	low	230	6	154	98	5	0.16883116883116883	right	3	inter_trial_screen	right	underconstrained
177.408	3	6	220-0.43-0.61	48173383638	2422718209	109	43	1	no	correct	0.7865421	(1.5,4.5)(3.5,5.5)(2,1)(7,5)(8,1.5)(0,1.5)	NA	1	no	high	188	1	180	100	0	0.03333333333333333	center	1	items_screen	left	phase_transition
180.408	22.02	6	220-0.43-0.61	48173383638	2422718209	109	43	1	no	correct	0.7865421	(1.5,4.5)(3.5,5.5)(2,1)(7,5)(8,1.5)(0,1.5)	NA	1	no	high	188	1	180	100	0	0.03333333333333333	center	11	decision_screen	left	phase_transition
202.428	2.017	6	220-0.43-0.61	48173383638	2422718209	109	43	1	no	correct	0.7865421	(1.5,4.5)(3.5,5.5)(2,1)(7,5)(8,1.5)(0,1.5)	NA	1	no	high	188	1	180	100	0	0.03333333333333333	center	2	response_screen	left	phase_transition
203.213	0	6	220-0.43-0.61	48173383638	2422718209	109	43	1	no	correct	0.7865421	(1.5,4.5)(3.5,5.5)(2,1)(7,5)(8,1.5)(0,1.5)	NA	1	no	high	188	1	180	100	0	0.03333333333333333	center	21	button_press	left	phase_transition
204.445	12.035	6	220-0.43-0.61	48173383638	2422718209	109	43	1	no	correct	0.7865421	(1.5,4.5)(3.5,5.5)(2,1)(7,5)(8,1.5)(0,1.5)	NA	1	no	high	188	1	180	100	0	0.03333333333333333	center	3	inter_trial_screen	left	phase_transition
216.48	3	7	195-0.43-0.64	143424162213	381822441018	78	64	27	no	incorrect	0.7049227	(3.5,6)(8,2.5)(7,5)(1,5.5)(1.5,1)(6,1)	NA	4	yes	high	243	3	123	150	1	0.01626016260162601	left	1	items_screen	right	phase_transition
219.48	22.02	7	195-0.43-0.64	143424162213	381822441018	78	64	27	no	incorrect	0.7049227	(3.5,6)(8,2.5)(7,5)(1,5.5)(1.5,1)(6,1)	NA	4	yes	high	243	3	123	150	1	0.01626016260162601	left	11	decision_screen	right	phase_transition
241.5	2.017	7	195-0.43-0.64	143424162213	381822441018	78	64	27	no	incorrect	0.7049227	(3.5,6)(8,2.5)(7,5)(1,5.5)(1.5,1)(6,1)	NA	4	yes	high	243	3	123	150	1	0.01626016260162601	left	2	response_screen	right	phase_transition
242.203	0	7	195-0.43-0.64	143424162213	381822441018	78	64	27	no	incorrect	0.7049227	(3.5,6)(8,2.5)(7,5)(1,5.5)(1.5,1)(6,1)	NA	4	yes	high	243	3	123	150	1	0.01626016260162601	left	21	button_press	right	phase_transition
