onset	duration	trial_number	instance_id	values	weights	target_profit	target_capacity	instance_number	response_type	response_correct	response_time	xyCoordinates	error	instance_type	solution	instance_complexity	propagations_MZN	decisions_SAT	sum_values	sum_weights	nSolutions	IC_expost_lin	lat_highest_vw_ratio	eventType	trial_type	response_button	instance_region
0.037	3.002	1	161-0.43-0.86	49344442118	40361117377	146	63	41	no	correct	0.4984213	(0.5,3)(6.5,1)(4,0.5)(3.5,6)(8,4.5)(0.5,6)	NA	5	no	low	81	0	170	148	0	0.2058823529411765	center	1	items_screen	right	overconstrained
3.039	22.019	1	161-0.43-0.86	49344442118	40361117377	146	63	41	no	correct	0.4984213	(0.5,3)(6.5,1)(4,0.5)(3.5,6)(8,4.5)(0.5,6)	NA	5	no	low	81	0	170	148	0	0.2058823529411765	center	11	decision_screen	right	overconstrained
25.058	2.017	1	161-0.43-0.86	49344442118	40361117377	146	63	41	no	correct	0.4984213	(0.5,3)(6.5,1)(4,0.5)(3.5,6)(8,4.5)(0.5,6)	NA	5	no	low	81	0	170	148	0	0.2058823529411765	center	2	response_screen	right	overconstrained
25.555	0	1	161-0.43-0.86	49344442118	40361117377	146	63	41	no	correct	0.4984213	(0.5,3)(6.5,1)(4,0.5)(3.5,6)(8,4.5)(0.5,6)	NA	5	no	low	81	0	170	148	0	0.2058823529411765	center	21	button_press	right	overconstrained
27.075	8.034	1	161-0.43-0.86	49344442118	40361117377	146	63	41	no	correct	0.4984213	(0.5,3)(6.5,1)(4,0.5)(3.5,6)(8,4.5)(0.5,6)	NA	5	no	low	81	0	170	148	0	0.2058823529411765	center	3	inter_trial_screen	right	overconstrained
35.109	3.001	2	74-0.43-0.4	184438204043	3334926383	81	65	45	yes	correct	0.5460298	(7,5)(2.5,6)(7.5,2.5)(0,2)(0.5,4.5)(4.5,0.5)	NA	6	yes	low	135	6	203	152	10	0.2167487684729064	center	1	items_screen	left	underconstrained
38.11	22.019	2	74-0.43-0.4	184438204043	3334926383	81	65	45	yes	correct	0.5460298	(7,5)(2.5,6)(7.5,2.5)(0,2)(0.5,4.5)(4.5,0.5)	NA	6	yes	low	135	6	203	152	10	0.2167487684729064	center	11	decision_screen	left	underconstrained
60.129	2.017	2	74-0.43-0.4	184438204043	3334926383	81	65	45	yes	correct	0.5460298	(7,5)(2.5,6)(7.5,2.5)(0,2)(0.5,4.5)(4.5,0.5)	NA	6	yes	low	135	6	203	152	10	0.2167487684729064	center	2	response_screen	left	underconstrained
60.673	0	2	74-0.43-0.4	184438204043	3334926383	81	65	45	yes	correct	0.5460298	(7,5)(2.5,6)(7.5,2.5)(0,2)(0.5,4.5)(4.5,0.5)	NA	6	yes	low	135	6	203	152	10	0.2167487684729064	center	21	button_press	left	underconstrained
62.146	10.034	2	74-0.43-0.4	184438204043	3334926383	81	65	45	yes	correct	0.5460298	(7,5)(2.5,6)(7.5,2.5)(0,2)(0.5,4.5)(4.5,0.5)	NA	6	yes	low	135	6	203	152	10	0.2167487684729064	center	3	inter_trial_screen	left	underconstrained
72.18	3.001	3	73-0.42-0.4	3407293637	233814434512	60	73	51	yes	correct	0.5290915	(6.5,3)(1,1)(6.5,6)(0.5,6)(3.5,6)(6,0.5)	NA	6	yes	low	134	7	152	175	7	0.15789473684210523	right	1	items_screen	left	underconstrained
75.181	22.02	3	73-0.42-0.4	3407293637	233814434512	60	73	51	yes	correct	0.5290915	(6.5,3)(1,1)(6.5,6)(0.5,6)(3.5,6)(6,0.5)	NA	6	yes	low	134	7	152	175	7	0.15789473684210523	right	11	decision_screen	left	underconstrained
97.201	2.017	3	73-0.42-0.4	3407293637	233814434512	60	73	51	yes	correct	0.5290915	(6.5,3)(1,1)(6.5,6)(0.5,6)(3.5,6)(6,0.5)	NA	6	yes	low	134	7	152	175	7	0.15789473684210523	right	2	response_screen	left	underconstrained
97.728	0	3	73-0.42-0.4	3407293637	233814434512	60	73	51	yes	correct	0.5290915	(6.5,3)(1,1)(6.5,6)(0.5,6)(3.5,6)(6,0.5)	NA	6	yes	low	134	7	152	175	7	0.15789473684210523	right	21	button_press	left	underconstrained
99.218	8.035	3	73-0.42-0.4	3407293637	233814434512	60	73	51	yes	correct	0.5290915	(6.5,3)(1,1)(6.5,6)(0.5,6)(3.5,6)(6,0.5)	NA	6	yes	low	134	7	152	175	7	0.15789473684210523	right	3	inter_trial_screen	left	underconstrained
107.253	3.002	4	88-0.42-0.65	271946113713	254417393023	99	74	23	yes	correct	0.7426054	(8,4)(0.5,2.5)(7.5,0.5)(6,5.5)(0.5,5.5)(3,6)	NA	4	yes	high	230	4	153	178	1	0.0718954248366013	right	1	items_screen	right	phase_transition
110.255	22.019	4	88-0.42-0.65	271946113713	254417393023	99	74	23	yes	correct	0.7426054	(8,4)(0.5,2.5)(7.5,0.5)(6,5.5)(0.5,5.5)(3,6)	NA	4	yes	high	230	4	153	178	1	0.0718954248366013	right	11	decision_screen	right	phase_transition
132.274	2.018	4	88-0.42-0.65	271946113713	254417393023	99	74	23	yes	correct	0.7426054	(8,4)(0.5,2.5)(7.5,0.5)(6,5.5)(0.5,5.5)(3,6)	NA	4	yes	high	230	4	153	178	1	0.0718954248366013	right	2	response_screen	right	phase_transition
133.015	0	4	88-0.42-0.65	271946113713	254417393023	99	74	23	yes	correct	0.7426054	(8,4)(0.5,2.5)(7.5,0.5)(6,5.5)(0.5,5.5)(3,6)	NA	4	yes	high	230	4	153	178	1	0.0718954248366013	right	21	button_press	right	phase_transition
134.292	12.026	4	88-0.42-0.65	271946113713	254417393023	99	74	23	yes	correct	0.7426054	(8,4)(0.5,2.5)(7.5,0.5)(6,5.5)(0.5,5.5)(3,6)	NA	4	yes	high	230	4	153	178	1	0.0718954248366013	right	3	inter_trial_screen	right	phase_transition
146.318	3.003	5	112-0.45-0.64	352915382947	272743294433	123	91	15	yes	incorrect	0.5676639	(6,5)(0,4.5)(0,1.5)(8,3.5)(6.5,1)(2,5.5)	NA	3	no	high	306	3	193	203	0	0.0155440414507772	left	1	items_screen	right	phase_transition
149.321	22.02	5	112-0.45-0.64	352915382947	272743294433	123	91	15	yes	incorrect	0.5676639	(6,5)(0,4.5)(0,1.5)(8,3.5)(6.5,1)(2,5.5)	NA	3	no	high	306	3	193	203	0	0.0155440414507772	left	11	decision_screen	right	phase_transition
171.341	2.017	5	112-0.45-0.64	352915382947	272743294433	123	91	15	yes	incorrect	0.5676639	(6,5)(0,4.5)(0,1.5)(8,3.5)(6.5,1)(2,5.5)	NA	3	no	high	306	3	193	203	0	0.0155440414507772	left	2	response_screen	right	phase_transition
171.906	0	5	112-0.45-0.64	352915382947	272743294433	123	91	15	yes	incorrect	0.5676639	(6,5)(0,4.5)(0,1.5)(8,3.5)(6.5,1)(2,5.5)	NA	3	no	high	306	3	193	203	0	0.0155440414507772	left	21	button_press	right	phase_transition
173.358	8.035	5	112-0.45-0.64	352915382947	272743294433	123	91	15	yes	incorrect	0.5676639	(6,5)(0,4.5)(0,1.5)(8,3.5)(6.5,1)(2,5.5)	NA	3	no	high	306	3	193	203	0	0.0155440414507772	left	3	inter_trial_screen	right	phase_transition
181.393	3.003	6	125-0.44-0.62	98120349	131645491814	50	68	12	yes	correct	0.5494167	(1.5,3.5)(5,6)(7.5,6)(8,1.5)(0.5,1)(2,5.5)	NA	2	yes	high	135	3	81	155	5	0.12345679012345678	left	1	items_screen	right	phase_transition
184.396	22.019	6	125-0.44-0.62	98120349	131645491814	50	68	12	yes	correct	0.5494167	(1.5,3.5)(5,6)(7.5,6)(8,1.5)(0.5,1)(2,5.5)	NA	2	yes	high	135	3	81	155	5	0.12345679012345678	left	11	decision_screen	right	phase_transition
206.415	2.017	6	125-0.44-0.62	98120349	131645491814	50	68	12	yes	correct	0.5494167	(1.5,3.5)(5,6)(7.5,6)(8,1.5)(0.5,1)(2,5.5)	NA	2	yes	high	135	3	81	155	5	0.12345679012345678	left	2	response_screen	right	phase_transition
206.963	0	6	125-0.44-0.62	98120349	131645491814	50	68	12	yes	correct	0.5494167	(1.5,3.5)(5,6)(7.5,6)(8,1.5)(0.5,1)(2,5.5)	NA	2	yes	high	135	3	81	155	5	0.12345679012345678	left	21	button_press	right	phase_transition
208.432	8.036	6	125-0.44-0.62	98120349	131645491814	50	68	12	yes	correct	0.5494167	(1.5,3.5)(5,6)(7.5,6)(8,1.5)(0.5,1)(2,5.5)	NA	2	yes	high	135	3	81	155	5	0.12345679012345678	left	3	inter_trial_screen	right	phase_transition
216.468	3	7	105-0.43-0.9	481943284130	5402222313	188	52	31	no	correct	0.6818382	(8,0.5)(1.5,2)(3.5,6)(0.5,6)(7,6)(7.5,3.5)	NA	5	no	low	110	0	209	123	0	0.18660287081339713	right	1	items_screen	right	overconstrained
219.468	22.019	7	105-0.43-0.9	481943284130	5402222313	188	52	31	no	correct	0.6818382	(8,0.5)(1.5,2)(3.5,6)(0.5,6)(7,6)(7.5,3.5)	NA	5	no	low	110	0	209	123	0	0.18660287081339713	right	11	decision_screen	right	overconstrained
241.487	2.016	7	105-0.43-0.9	481943284130	5402222313	188	52	31	no	correct	0.6818382	(8,0.5)(1.5,2)(3.5,6)(0.5,6)(7,6)(7.5,3.5)	NA	5	no	low	110	0	209	123	0	0.18660287081339713	right	2	response_screen	right	overconstrained
