onset	duration	trial_number	instance_id	values	weights	target_profit	target_capacity	instance_number	response_type	response_correct	response_time	xyCoordinates	error	instance_type	solution	instance_complexity	propagations_MZN	decisions_SAT	sum_values	sum_weights	nSolutions	IC_expost_lin	lat_highest_vw_ratio	eventType	trial_type	response_button	instance_region
0.036	3.004	1	0-0.43-0.39	86345716	2913843623	33	60	53	yes	correct	0.463021	(0,2.5)(7.5,3.5)(6,6)(1.5,5)(7,0.5)(2,1)	NA	6	yes	low	135	5	85	140	5	0.29411764705882354	right	1	items_screen	left	underconstrained
3.04	22.019	1	0-0.43-0.39	86345716	2913843623	33	60	53	yes	correct	0.463021	(0,2.5)(7.5,3.5)(6,6)(1.5,5)(7,0.5)(2,1)	NA	6	yes	low	135	5	85	140	5	0.29411764705882354	right	11	decision_screen	left	underconstrained
25.059	2.017	1	0-0.43-0.39	86345716	2913843623	33	60	53	yes	correct	0.463021	(0,2.5)(7.5,3.5)(6,6)(1.5,5)(7,0.5)(2,1)	NA	6	yes	low	135	5	85	140	5	0.29411764705882354	right	2	response_screen	left	underconstrained
25.52	0	1	0-0.43-0.39	86345716	2913843623	33	60	53	yes	correct	0.463021	(0,2.5)(7.5,3.5)(6,6)(1.5,5)(7,0.5)(2,1)	NA	6	yes	low	135	5	85	140	5	0.29411764705882354	right	21	button_press	left	underconstrained
27.076	10.035	1	0-0.43-0.39	86345716	2913843623	33	60	53	yes	correct	0.463021	(0,2.5)(7.5,3.5)(6,6)(1.5,5)(7,0.5)(2,1)	NA	6	yes	low	135	5	85	140	5	0.29411764705882354	right	3	inter_trial_screen	left	underconstrained
37.111	3.009	2	167-0.45-0.89	73546382332	6213254517	161	52	29	no	correct	0.4641019	(3.5,5.5)(0,2)(7.5,3.5)(1.5,6)(7.5,1.5)(6,6)	NA	5	no	low	110	0	181	117	0	0.20994475138121543	right	1	items_screen	left	overconstrained
40.12	22.019	2	167-0.45-0.89	73546382332	6213254517	161	52	29	no	correct	0.4641019	(3.5,5.5)(0,2)(7.5,3.5)(1.5,6)(7.5,1.5)(6,6)	NA	5	no	low	110	0	181	117	0	0.20994475138121543	right	11	decision_screen	left	overconstrained
62.139	2.017	2	167-0.45-0.89	73546382332	6213254517	161	52	29	no	correct	0.4641019	(3.5,5.5)(0,2)(7.5,3.5)(1.5,6)(7.5,1.5)(6,6)	NA	5	no	low	110	0	181	117	0	0.20994475138121543	right	2	response_screen	left	overconstrained
62.601	0	2	167-0.45-0.89	73546382332	6213254517	161	52	29	no	correct	0.4641019	(3.5,5.5)(0,2)(7.5,3.5)(1.5,6)(7.5,1.5)(6,6)	NA	5	no	low	110	0	181	117	0	0.20994475138121543	right	21	button_press	left	overconstrained
64.156	8.035	2	167-0.45-0.89	73546382332	6213254517	161	52	29	no	correct	0.4641019	(3.5,5.5)(0,2)(7.5,3.5)(1.5,6)(7.5,1.5)(6,6)	NA	5	no	low	110	0	181	117	0	0.20994475138121543	right	3	inter_trial_screen	left	overconstrained
