onset	duration	trial_number	instance_id	values	weights	target_profit	target_capacity	instance_number	response_type	response_correct	response_time	xyCoordinates	error	instance_type	solution	instance_complexity	propagations_MZN	decisions_SAT	sum_values	sum_weights	nSolutions	IC_expost_lin	lat_highest_vw_ratio	eventType	trial_type	response_button	instance_region
0.036	3.021	1	125-0.44-0.62	98120349	131645491814	50	68	12	yes	correct	1.312655	(5.5,6)(2.5,5.5)(7,1)(0.5,3)(7.5,3.5)(5,0.5)	NA	2	yes	high	135	3	81	155	5	0.12345679012345678	right	1	items_screen	left	phase_transition
3.057	22.02	1	125-0.44-0.62	98120349	131645491814	50	68	12	yes	correct	1.312655	(5.5,6)(2.5,5.5)(7,1)(0.5,3)(7.5,3.5)(5,0.5)	NA	2	yes	high	135	3	81	155	5	0.12345679012345678	right	11	decision_screen	left	phase_transition
25.077	2.019	1	125-0.44-0.62	98120349	131645491814	50	68	12	yes	correct	1.312655	(5.5,6)(2.5,5.5)(7,1)(0.5,3)(7.5,3.5)(5,0.5)	NA	2	yes	high	135	3	81	155	5	0.12345679012345678	right	2	response_screen	left	phase_transition
26.388	0	1	125-0.44-0.62	98120349	131645491814	50	68	12	yes	correct	1.312655	(5.5,6)(2.5,5.5)(7,1)(0.5,3)(7.5,3.5)(5,0.5)	NA	2	yes	high	135	3	81	155	5	0.12345679012345678	right	21	button_press	left	phase_transition
27.096	10.03	1	125-0.44-0.62	98120349	131645491814	50	68	12	yes	correct	1.312655	(5.5,6)(2.5,5.5)(7,1)(0.5,3)(7.5,3.5)(5,0.5)	NA	2	yes	high	135	3	81	155	5	0.12345679012345678	right	3	inter_trial_screen	left	phase_transition
37.126	3.001	2	102-0.41-0.38	343638342432	4237552446	75	65	44	yes	correct	1.115791	(7.5,2)(0,4)(0.5,1)(3,0.5)(5,6)(7,5)	NA	6	yes	low	135	8	198	159	4	0.16666666666666666	left	1	items_screen	left	underconstrained
40.127	22.019	2	102-0.41-0.38	343638342432	4237552446	75	65	44	yes	correct	1.115791	(7.5,2)(0,4)(0.5,1)(3,0.5)(5,6)(7,5)	NA	6	yes	low	135	8	198	159	4	0.16666666666666666	left	11	decision_screen	left	underconstrained
62.146	2.016	2	102-0.41-0.38	343638342432	4237552446	75	65	44	yes	correct	1.115791	(7.5,2)(0,4)(0.5,1)(3,0.5)(5,6)(7,5)	NA	6	yes	low	135	8	198	159	4	0.16666666666666666	left	2	response_screen	left	underconstrained
63.26	0	2	102-0.41-0.38	343638342432	4237552446	75	65	44	yes	correct	1.115791	(7.5,2)(0,4)(0.5,1)(3,0.5)(5,6)(7,5)	NA	6	yes	low	135	8	198	159	4	0.16666666666666666	left	21	button_press	left	underconstrained
64.162	12.035	2	102-0.41-0.38	343638342432	4237552446	75	65	44	yes	correct	1.115791	(7.5,2)(0,4)(0.5,1)(3,0.5)(5,6)(7,5)	NA	6	yes	low	135	8	198	159	4	0.16666666666666666	left	3	inter_trial_screen	left	underconstrained
