onset	duration	trial_number	instance_id	values	weights	target_profit	target_capacity	instance_number	response_type	response_correct	response_time	xyCoordinates	error	instance_type	solution	instance_complexity	propagations_MZN	decisions_SAT	sum_values	sum_weights	nSolutions	IC_expost_lin	lat_highest_vw_ratio	eventType	trial_type	response_button	instance_region
0.036	3.008	1	74-0.43-0.4	184438204043	3334926383	81	65	45	yes	correct	0.77968	(7.5,2.5)(1,3.5)(6,6)(5.5,1)(3,6)(0,0.5)	NA	6	yes	low	135	6	203	152	10	0.2167487684729064	left	1	items_screen	right	underconstrained
3.044	22.019	1	74-0.43-0.4	184438204043	3334926383	81	65	45	yes	correct	0.77968	(7.5,2.5)(1,3.5)(6,6)(5.5,1)(3,6)(0,0.5)	NA	6	yes	low	135	6	203	152	10	0.2167487684729064	left	11	decision_screen	right	underconstrained
25.063	2.017	1	74-0.43-0.4	184438204043	3334926383	81	65	45	yes	correct	0.77968	(7.5,2.5)(1,3.5)(6,6)(5.5,1)(3,6)(0,0.5)	NA	6	yes	low	135	6	203	152	10	0.2167487684729064	left	2	response_screen	right	underconstrained
25.841	0	1	74-0.43-0.4	184438204043	3334926383	81	65	45	yes	correct	0.77968	(7.5,2.5)(1,3.5)(6,6)(5.5,1)(3,6)(0,0.5)	NA	6	yes	low	135	6	203	152	10	0.2167487684729064	left	21	button_press	right	underconstrained
27.08	8.036	1	74-0.43-0.4	184438204043	3334926383	81	65	45	yes	correct	0.77968	(7.5,2.5)(1,3.5)(6,6)(5.5,1)(3,6)(0,0.5)	NA	6	yes	low	135	6	203	152	10	0.2167487684729064	left	3	inter_trial_screen	right	underconstrained
35.116	3.001	2	194-0.43-0.86	371938134727	203742274316	155	79	35	no	correct	0.6716725	(7,1.5)(8,4)(4.5,6)(0.5,5.5)(0,3)(3,0.5)	NA	5	no	low	97	0	181	185	0	0.2430939226519337	right	1	items_screen	right	overconstrained
38.117	22.019	2	194-0.43-0.86	371938134727	203742274316	155	79	35	no	correct	0.6716725	(7,1.5)(8,4)(4.5,6)(0.5,5.5)(0,3)(3,0.5)	NA	5	no	low	97	0	181	185	0	0.2430939226519337	right	11	decision_screen	right	overconstrained
60.136	2.019	2	194-0.43-0.86	371938134727	203742274316	155	79	35	no	correct	0.6716725	(7,1.5)(8,4)(4.5,6)(0.5,5.5)(0,3)(3,0.5)	NA	5	no	low	97	0	181	185	0	0.2430939226519337	right	2	response_screen	right	overconstrained
60.807	0	2	194-0.43-0.86	371938134727	203742274316	155	79	35	no	correct	0.6716725	(7,1.5)(8,4)(4.5,6)(0.5,5.5)(0,3)(3,0.5)	NA	5	no	low	97	0	181	185	0	0.2430939226519337	right	21	button_press	right	overconstrained
62.155	8.034	2	194-0.43-0.86	371938134727	203742274316	155	79	35	no	correct	0.6716725	(7,1.5)(8,4)(4.5,6)(0.5,5.5)(0,3)(3,0.5)	NA	5	no	low	97	0	181	185	0	0.2430939226519337	right	3	inter_trial_screen	right	overconstrained
